Restaurant_ID,Place_ID,Restaurant_Name,Restaurant_Type,Cuisine,Average_Rating,Total_Reviews,Average_Cost_For_Two_INR,Distance_From_Place_KM,District,Address,Latitude,Longitude,Opening_Time,Closing_Time,Seating_Capacity,Indoor_Seating,Outdoor_Seating,Takeaway,Home_Delivery,Online_Booking,Vegetarian,Vegan,Non_Vegetarian,Local_Manipuri_Food,Parking,Wheelchair_Accessible,Family_Friendly,Payment_Method,Phone_Number,Email,Official_Website,Image_URL,Status,Created_Date,Updated_Date
RS068,MP014,Green Flavours,Bakery,Bakery,3.5,2751,2387,13,Chandel,"Airport Road 15, Chandel, Manipur",24.3887,93.5264,08:00 Ayuk,11:00 Nungthil,221,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Credit Card,-404825,info@restaurant707@restaurant.in,https://www.restaurant.com,https://example.com/rest68.jpg,Under Renovation,12-04-2023,18-08-2026
RS023,MP003,Classic Dhaba,Bakery,"Indian, Chinese",4,1811,270,13.7,Tengnoupal,"Market Street 66, Tengnoupal, Manipur",25.3116,93.7872,10:00 Ayuk,12:00 Ayuk,208,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,Net Banking,-784853,info@restaurant.com,https://www.restaurant.com,https://example.com/rest23.jpg,Open,18-08-2024,21-02-2025
RS112,MP018,Keibul Inn,Cafe,Thai,4.3,1013,1219,14.6,Bishnupur,"Temple Road 61, Bishnupur, Manipur",24.4117,93.695,08:00 Ayuk,12:00 Ayuk,74,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Debit Card,-800666,info@restaurant.com,https://www.restaurant.com,https://example.com/rest112.jpg,Temporarily Closed,11-09-2025,03-04-2026
RS123,MP005,Moira Joint 1,Restaurant,Tibetan,4.7,114,742,4.9,Tamenglong,"Market Street 63, Tamenglong, Manipur",24.5632,94.0937,07:00 Ayuk,09:00 Nungthil,208,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,UPI,-675928,info@restaurant.com,https://www.restaurant.com,https://example.com/rest123.jpg,Open,22-06-2023,13-09-2026
RS139,MP007,Moira Inn,Street Food,Fusion,2.8,2777,348,4.8,Churachandpur,"Main Road 49, Churachandpur, Manipur",25.3307,93.2151,09:00 Ayuk,11:00 Nungthil,143,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,UPI,-609896,info@restaurant.com,https://www.restaurant.com,https://example.com/rest139.jpg,Open,24-08-2023,14-11-2025
RS033,MP048,Lake Garden,Family Restaurant,"Manipuri, Indian",3.4,3296,1787,11.4,Tamenglong,"Temple Road 4, Tamenglong, Manipur",25.0354,93.2554,09:00 Ayuk,10:00 Nungthil,133,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Debit Card,-826146,info@vcwi,https://www.restaurant.com,https://example.com/rest33.jpg,Under Renovation,20-11-2025,17-10-2025
RS130,MP005,Loktak Delight,Fast Food,Continental,3.6,4635,1425,14.2,Bishnupur,"Airport Road 83, Bishnupur, Manipur",24.7349,93.8312,08:00 Ayuk,12:00 Ayuk,178,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,UPI,-514006,info@restaurant295@tourism.in,NULL,https://example.com/rest130.jpg,Temporarily Closed,04-04-2024,14-03-2025
RS058,MP033,Loktak Inn 1,Restaurant,Continental,4.4,1933,1228,3.6,Tamenglong,"Lake Front 80, Tamenglong, Manipur",25.4636,93.7474,11:00 Ayuk,09:00 Nungthil,248,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Debit Card,-160414,info@restaurant263@manipurfoods.com,https://www.restaurant.com,https://example.com/rest58.jpg,Under Renovation,24-05-2025,01-09-2026
RS026,MP049,Dzuko Delight,Bakery,Chinese,3.6,3547,1886,4.8,Senapati,"Airport Road 15, Senapati, Manipur",24.0831,93.9727,07:00 Ayuk,10:00 Nungthil,250,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Debit Card,-306874,info@restaurant952@restaurant.in,https://www.restaurant.com,https://example.com/rest26.jpg,Open,14-11-2023,20-12-2025
RS029,MP032,Lake Restaurant,Food Court,Fusion,4.3,5979,521,13.3,Tengnoupal,"Airport Road 40, Tengnoupal, Manipur",24.9562,93.9219,08:00 Ayuk,10:00 Nungthil,197,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Digital Wallet,,,NULL,https://example.com/rest29.jpg,Open,18-09-2025,02-05-2026
RS152,MP023,Moira Kitchen 1,Fine Dining,"Continental, Cafe",3.3,780,2031,3.5,Churachandpur,"Hill Side 54, Churachandpur, Manipur",24.4188,94.3738,11:00 Ayuk,09:00 Nungthil,65,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Net Banking,-207811,info@restaurant996@gmail.com,https://www.restaurant.com,https://example.com/rest152.jpg,Temporarily Closed,04-03-2023,20-05-2025
RS065,MP017,Royal Flavours 1,Restaurant,Fast Food,3.1,4034,677,2.8,Noney,"Hill Side 17, Noney, Manipur",25.355,93.4936,09:00 Ayuk,11:00 Nungthil,154,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Digital Wallet,,,NULL,https://example.com/rest65.jpg,Under Renovation,12-12-2025,02-12-2025
RS018,MP055,Orchid Food Court,Tea House,Vegetarian,4.8,68,2847,3.4,Noney,"Temple Road 8, Noney, Manipur",24.0439,93.6234,09:00 Ayuk,11:00 Nungthil,65,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Net Banking,-479530,info@restaurant.com,https://www.restaurant.com,https://example.com/rest18.jpg,Under Renovation,05-05-2025,21-09-2026
RS048,MP029,Moira Spot,Food Court,Manipuri,4.8,1225,1354,5.9,Senapati,"Hill Side 94, Senapati, Manipur",24.2468,94.0673,08:00 Ayuk,11:00 Nungthil,32,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Debit Card,-813102,info@restaurant.com,https://www.restaurant.com,https://example.com/rest48.jpg,Open,03-06-2024,11-04-2025
RS088,MP050,Santhei Spot,Family Restaurant,Tibetan,4.2,5755,2873,0.9,Jiribam,"Market Street 79, Jiribam, Manipur",24.636,93.3252,09:00 Ayuk,11:00 Nungthil,150,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Debit Card,-694473,info@restaurant73@tourism.in,NULL,https://example.com/rest88.jpg,Open,05-09-2024,25-10-2025
RS153,MP002,Classic Food Court 1,Fine Dining,Fusion,2.6,3928,2701,10.5,Chandel,"Temple Road 64, Chandel, Manipur",24.3602,93.5321,08:00 Ayuk,08:00 Nungthil,274,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Cash,-268583,info@restaurant.com,https://www.restaurant.com,https://example.com/rest153.jpg,Open,20-09-2023,03-01-2025
RS198,MP007,Shirui Spot,Eco Cafe,Cafe,3.8,5747,561,1.7,Imphal East,"Temple Road 33, Imphal East, Manipur",25.114,93.4805,10:00 Ayuk,08:00 Nungthil,200,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,UPI,-414926,info@restaurant572@yahoo.com,https://www.restaurant.com,https://example.com/rest198.jpg,Open,21-10-2025,21-01-2025
RS135,MP045,Keibul Spot,Food Court,Tibetan,3.9,1704,733,0.7,Bishnupur,"Airport Road 87, Bishnupur, Manipur",24.7309,93.8839,10:00 Ayuk,08:00 Nungthil,248,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Debit Card,-985125,info@restaurant334@manipurfoods.com,https://www.restaurant.com,https://example.com/rest135.jpg,Temporarily Closed,15-08-2025,21-01-2025
RS028,MP001,Orchid Delight,Family Restaurant,Indian,3.2,3346,805,1.3,Kamjong,"Main Road 61, Kamjong, Manipur",24.7711,94.1907,09:00 Ayuk,11:00 Nungthil,275,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Digital Wallet,-355008,info@restaurant840@hotmail.com,https://www.restaurant.com,https://example.com/rest28.jpg,Open,25-05-2024,13-02-2025
RS160,MP046,Heritage Garden,Bakery,"Indian, Chinese",4.6,4860,529,12.8,Churachandpur,"Main Road 32, Churachandpur, Manipur",25.2782,93.9945,08:00 Ayuk,12:00 Ayuk,288,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Digital Wallet,-917043,info@restaurant.com,https://www.restaurant.com,https://example.com/rest160.jpg,Open,14-03-2024,11-08-2025
RS099,MP013,Ima Spot,Fine Dining,"INDIAN, CHINESE",3.6,1428,1381,6.3,Imphal East,"Lake Front 21, Imphal East, Manipur",24.1121,93.5806,07:00 Ayuk,09:00 Nungthil,56,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Digital Wallet,-257092,info@restaurant236@yahoo.com,https://www.restaurant.com,https://example.com/rest99.jpg,Under Renovation,16-02-2024,25-04-2026
RS159,MP054,Lake Bites 1,Bakery,Indian,2.6,94,2656,9.4,Tamenglong,"Airport Road 23, Tamenglong, Manipur",25.426,93.6581,09:00 Ayuk,10:00 Nungthil,240,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,UPI,-184622,info@restaurant953@gmail.com,https://www.restaurant.com,https://example.com/rest159.jpg,Open,24-05-2023,21-07-2025
RS098,MP025,Royal Kitchen,Street Food,Chinese,3.7,5433,519,0.8,Bishnupur,"Hill Side 79, Bishnupur, Manipur",24.341,94.4692,10:00 Ayuk,09:00 Nungthil,256,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Net Banking,-832692,info@restaurant122@tourism.in,https://www.restaurant.com,https://example.com/rest98.jpg,Temporarily Closed,15-12-2024,20-07-2025
RS078,MP012,Valley Restaurant,Fast Food,Vegetarian,3.6,1932,1102,14.4,Kamjong,"Lake Front 74, Kamjong, Manipur",24.6747,93.385,08:00 Ayuk,11:00 Nungthil,217,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,Digital Wallet,-354335,info@restaurant28@tourism.in,https://www.restaurant.com,https://example.com/rest78.jpg,Temporarily Closed,01-01-2025,12-05-2026
RS025,MP006,Valley Flavours,Cafe,Continental,2.9,5261,1492,12.9,Kangpokpi,"Main Road 44, Kangpokpi, Manipur",24.6583,93.6799,09:00 Ayuk,08:00 Nungthil,90,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Digital Wallet,,,NULL,https://example.com/rest25.jpg,Temporarily Closed,06-05-2024,04-06-2025
RS199,MP014,Santhei Food Court,Fine Dining,Indian,3,4624,2635,10.9,Noney,"Hill Side 96, Noney, Manipur",25.4876,93.3719,11:00 Ayuk,08:00 Nungthil,223,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Digital Wallet,-132177,info@restaurant292@yahoo.com,https://www.restaurant.com,https://example.com/rest199.jpg,Temporarily Closed,17-09-2024,12-07-2026
RS188,MP022,Classic Flavours 1,Fast Food,Cafe,4.9,4318,1489,0.2,Tengnoupal,"Main Road 52, Tengnoupal, Manipur",25.0521,93.8216,09:00 Ayuk,12:00 Ayuk,221,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Digital Wallet,-740000,info@restaurant911@yahoo.com,https://www.restaurant.com,https://example.com/rest188.jpg,Under Renovation,22-10-2023,16-08-2025
RS084,MP006,Valley Taste,Fast Food,"Vegetarian, Fast Food",4.6,3712,1406,10.1,Tamenglong,"Temple Road 59, Tamenglong, Manipur",25.3849,93.1277,09:00 Ayuk,12:00 Ayuk,84,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,All,-222812,info@restaurant587@hotmail.com,https://www.restaurant.com,https://example.com/rest84.jpg,Under Renovation,25-07-2024,24-06-2026
RS132,MP059,Green Dhaba 1,Fast Food,Tibetan,2.9,5656,1270,1.7,Thoubal,"Market Street 15, Thoubal, Manipur",25.0351,93.1413,10:00 Ayuk,11:00 Nungthil,24,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Digital Wallet,-984708,info@restaurant.com,https://www.restaurant.com,https://example.com/rest132.jpg,Open,16-08-2023,10-05-2026
RS134,MP013,Heritage View 1,Tea House,Vegetarian,3,3748,1892,6,Jiribam,"Airport Road 94, Jiribam, Manipur",24.9358,93.7544,07:00 Ayuk,09:00 Nungthil,245,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,"Cash, UPI",-113244,info@restaurant514@tourism.in,NULL,https://example.com/rest134.jpg,Open,24-07-2025,10-05-2026
RS146,MP043,Green Spot 1,Fast Food,Tibetan,3.5,3892,1434,9.3,Churachandpur,"Main Road 83, Churachandpur, Manipur",24.3936,93.4426,08:00 Ayuk,08:00 Nungthil,44,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Digital Wallet,-189393,info@restaurant491@gmail.com,https://www.restaurant.com,https://example.com/rest146.jpg,Temporarily Closed,11-06-2023,12-05-2025
RS075,MP028,Bamboo Kitchen 1,Eco Cafe,Vegetarian,3.1,244,2831,8.3,Tamenglong,"Temple Road 28, Tamenglong, Manipur",24.7797,93.8411,07:00 Ayuk,08:00 Nungthil,266,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Debit Card,-5418,info@restaurant471@gmail.com,https://www.restaurant.com,https://example.com/rest75.jpg,Open,12-01-2023,22-03-2026
RS067,MP064,Orchid Inn,Bakery,Fast Food,4.2,1860,2982,1.6,kamjong,"Main Road 14, Kamjong, Manipur",24.3238,93.6616,08:00 Ayuk,11:00 Nungthil,44,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Cash,-257995,info@restaurant821@tourism.in,https://www.restaurant.com,https://example.com/rest67.jpg,Open,21-03-2024,17-03-2026
RS095,MP021,Mountain Delight,Family Restaurant,Indian,4.1,319,1706,14.7,Imphal East,"Main Road 49, Imphal East, Manipur",25.2104,93.7484,10:00 Ayuk,11:00 Nungthil,122,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,"Cash, UPI",-7101,info@restaurant538@manipurfoods.com,NULL,https://example.com/rest95.jpg,Temporarily Closed,12-01-2024,02-09-2025
RS027,MP031,Heritage Cafe,Tea House,Thai,3,1437,248,13.4,thoubal,"Main Road 41, Thoubal, Manipur",25.2908,94.39,11:00 Ayuk,12:00 Ayuk,195,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Cash,-839164,info@restaurant754@restaurant.in,https://www.restaurant.com,https://example.com/rest27.jpg,Under Renovation,09-06-2024,17-07-2025
RS064,MP061,Classic Joint,Cafe,Thai,2.7,4633,1523,12,Chandel,"Airport Road 25, Chandel, Manipur",24.0686,93.6578,09:00 Ayuk,08:00 Nungthil,190,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Net Banking,-350698,info@restaurant.com,NULL,https://example.com/rest64.jpg,Under Renovation,15-04-2024,20-10-2025
RS192,MP002,Tharon Delight 1,Street Food,"Manipuri, Chinese",4.1,1276,1225,14.1,Thoubal,"Airport Road 8, Thoubal, Manipur",24.0553,94.0154,10:00 Ayuk,10:00 Nungthil,151,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Digital Wallet,-573069,info@restaurant983@hotmail.com,https://www.restaurant.com,https://example.com/rest192.jpg,Under Renovation,16-11-2023,12-12-2025
RS193,MP011,Ima Kitchen,Tea House,"Indian, Chinese",3,523,230,1.6,Pherzawl,"Airport Road 31, Pherzawl, Manipur",24.9881,93.4379,07:00 Ayuk,10:00 Nungthil,206,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,"Cash, UPI",-934897,info@restaurant718@hotmail.com,https://www.restaurant.com,https://example.com/rest193.jpg,Under Renovation,23-11-2025,22-12-2026
RS126,MP067,Mountain Flavours,Family Restaurant,Indian,4.3,1302,1821,13,Noney,"Airport Road 41, Noney, Manipur",24.2526,93.0966,10:00 Ayuk,11:00 Nungthil,97,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,"Cash, UPI",-982909,info@restaurant326@tourism.in,https://www.restaurant.com,https://example.com/rest126.jpg,Temporarily Closed,07-03-2024,23-05-2026
RS038,MP003,Loktak Joint,Street Food,Cafe,4.7,943,1924,8.1,Tengnoupal,"Airport Road 39, Tengnoupal, Manipur",25.3099,93.743,09:00 Ayuk,10:00 Nungthil,32,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Credit Card,-245846,info@restaurant605@yahoo.com,https://www.restaurant.com,https://example.com/rest38.jpg,Temporarily Closed,07-08-2025,12-03-2025
RS071,MP043,Valley View,Eco Cafe,Bakery,6.4,5309,1493,5.2,Bishnupur,"Temple Road 17, Bishnupur, Manipur",24.0381,93.4404,09:00 Ayuk,11:00 Nungthil,228,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Digital Wallet,-344609,info@restaurant.com,https://www.restaurant.com,https://example.com/rest71.jpg,Under Renovation,04-03-2023,13-09-2025
RS070,MP001,Orchid View,Eco Cafe,"Manipuri, Chinese",2.5,2287,2691,14.6,Tamenglong,"Lake Front 9, Tamenglong, Manipur",25.3624,93.4722,08:00 Ayuk,12:00 Ayuk,79,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,"Cash, UPI",-826016,info@restaurant.com,https://www.restaurant.com,https://example.com/rest70.jpg,Open,22-02-2025,24-12-2026
RS155,MP031,Keibul Cafe,Fine Dining,Vegetarian,4,5392,1199,4.8,Jiribam,"Lake Front 8, Jiribam, Manipur",24.9436,94.0623,10:00 Ayuk,09:00 Nungthil,27,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,"Cash, UPI",-577774,info@restaurant911@manipurfoods.com,https://www.restaurant.com,https://example.com/rest155.jpg,Open,12-08-2024,24-06-2025
RS205,MP018,Moira Dhaba,Cafe,Cafe,4.1,4484,513,3.6,Noney,"Airport Road 49, Noney, Manipur",24.5021,93.227,09:00 Ayuk,12:00 Ayuk,165,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Credit Card,,,NULL,https://example.com/rest5.jpg,Open,16-06-2023,08-06-2025
RS133,MP051,Classic Inn,Restaurant,"Manipuri, Indian",5,779,952,6.8,Churachandpur,"Hill Side 91, Churachandpur, Manipur",25.4938,93.3817,11:00 Ayuk,11:00 Nungthil,259,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Cash,-352213,info@restaurant.com,https://www.restaurant.com,https://example.com/rest133.jpg,Under Renovation,17-11-2025,13-06-2026
RS080,MP002,Shirui Bites,Eco Cafe,Vegetarian,2.5,3964,1102,7.6,Imphal West,"Main Road 79, Imphal West, Manipur",24.1223,93.567,09:00 Ayuk,09:00 Nungthil,199,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,All,-637397,info@restaurant59@manipurfoods.com,NULL,https://example.com/rest80.jpg,Open,03-05-2025,06-01-2026
RS019,MP065,Classic House,Eco Cafe,TIBETAN,4,5560,1951,9.9,Pherzawl,"Lake Front 72, Pherzawl, Manipur",24.7767,93.0618,08:00 Ayuk,10:00 Nungthil,259,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Cash,-121669,info@restaurant989@restaurant.in,https://www.restaurant.com,https://example.com/rest19.jpg,Temporarily Closed,05-06-2024,14-06-2025
RS059,MP008,Tharon Kitchen,Family Restaurant,thai,2.6,3541,1278,1,Thoubal,"Market Street 95, Thoubal, Manipur",24.4384,93.2879,09:00 Ayuk,09:00 Nungthil,59,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Credit Card,-837299,info@restaurant566@yahoo.com,NULL,https://example.com/rest59.jpg,Temporarily Closed,08-03-2025,24-02-2026
RS001,MP015,Shirui Delight,Family Restaurant,"Manipuri, Indian",3.2,4165,2345,2.6,Bishnupur,"Main Road 35, Bishnupur, Manipur",25.1674,93.7299,08:00 Ayuk,11:00 Nungthil,218,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,All,-551924,info@restaurant819@hotmail.com,https://www.restaurant.com,https://example.com/rest1.jpg,Open,23-04-2023,15-06-2025
RS145,MP020,Valley Inn,Restaurant,Vegetarian,3.3,4589,1801,3.2,Jiribam,"Airport Road 43, Jiribam, Manipur",24.8714,93.7072,08:00 Ayuk,09:00 Nungthil,69,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,"Cash, UPI",-670199,info@restaurant378@restaurant.in,NULL,https://example.com/rest145.jpg,Under Renovation,05-04-2025,10-10-2026
RS176,MP046,Spice Inn,Cafe,Thai,4,2437,1847,7.5,Tengnoupal,"Market Street 45, Tengnoupal, Manipur",24.3771,93.1529,08:00 Ayuk,11:00 Nungthil,255,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,UPI,-337811,info@restaurant625@hotmail.com,https://www.restaurant.com,https://example.com/rest176.jpg,Temporarily Closed,04-07-2023,21-12-2026
RS125,MP020,Loktak Dhaba,Tea House,Manipuri,4.6,5379,1623,0.4,Imphal West,"Hill Side 82, Imphal West, Manipur",24.0581,93.8257,11:00 Ayuk,12:00 Ayuk,197,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Digital Wallet,-463218,info@restaurant312@manipurfoods.com,https://www.restaurant.com,https://example.com/rest125.jpg,Temporarily Closed,02-09-2023,10-11-2025
RS144,MP011,Tharon House 1,Bakery,Fusion,4.4,5973,2497,14.7,Churachandpur,"Lake Front 94, Churachandpur, Manipur",25.2914,94.4312,11:00 Ayuk,11:00 Nungthil,133,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,UPI,-567513,info@restaurant926@yahoo.com,https://www.restaurant.com,https://example.com/rest144.jpg,Temporarily Closed,24-04-2025,23-10-2025
RS172,MP026,Heritage Inn 2,Fine Dining,"Indian, Chinese",4.2,1346,2336,6.6,Bishnupur,"Temple Road 15, Bishnupur, Manipur",25.1147,94.1877,10:00 Ayuk,12:00 Ayuk,85,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,UPI,-553582,info@restaurant497@gmail.com,https://www.restaurant.com,https://example.com/rest172.jpg,Temporarily Closed,12-02-2023,05-04-2025
RS108,MP062,Ima Flavours,Street Food,Manipuri,3.1,239,2203,4.5,Ukhrul,"Hill Side 39, Ukhrul, Manipur",25.4858,94.0005,07:00 Ayuk,11:00 Nungthil,223,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,Net Banking,-619581,info@restaurant.com,https://www.restaurant.com,https://example.com/rest108.jpg,Temporarily Closed,01-08-2025,07-11-2025
RS129,MP024,Santhei Restaurant,Fine Dining,"Manipuri, Indian",2.6,3040,1248,3.6,Jiribam,"Hill Side 94, Jiribam, Manipur",24.0211,93.2037,10:00 Ayuk,10:00 Nungthil,147,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Digital Wallet,-425104,info@restaurant.com,https://www.restaurant.com,https://example.com/rest129.jpg,Open,16-12-2025,14-09-2025
RS104,MP063,Shirui Diner,Fast Food,Chinese,4.1,3979,219,4.9,Tamenglong,"Lake Front 12, Tamenglong, Manipur",24.3981,93.5649,07:00 Ayuk,11:00 Nungthil,101,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Debit Card,-903163,info@restaurant466@hotmail.com,https://www.restaurant.com,https://example.com/rest104.jpg,Temporarily Closed,19-05-2024,11-08-2026
RS191,MP018,Kangla Taste,Fast Food,Fast Food,2.7,4193,2260,7.1,Imphal West,"Airport Road 39, Imphal West, Manipur",25.4721,93.5409,07:00 Ayuk,10:00 Nungthil,83,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Digital Wallet,-377015,info@restaurant280@restaurant.in,NULL,https://example.com/rest191.jpg,Under Renovation,11-08-2025,25-12-2026
RS085,MP009,Bamboo Cafe,Eco Cafe,Manipuri,4.1,1604,2825,2.9,Pherzawl,"Main Road 39, Pherzawl, Manipur",24.4937,93.5836,10:00 Ayuk,10:00 Nungthil,245,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Net Banking,,,NULL,https://example.com/rest85.jpg,Open,13-10-2025,13-04-2026
RS109,MP004,Valley Diner,Restaurant,"Manipuri, Chinese",3.5,1431,572,1.8,Tengnoupal,"Hill Side 69, Tengnoupal, Manipur",24.3637,93.7212,11:00 Ayuk,08:00 Nungthil,255,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Digital Wallet,-170961,info@restaurant.com,https://www.restaurant.com,https://example.com/rest109.jpg,Under Renovation,18-09-2025,08-01-2026
RS121,MP004,Orchid Restaurant 2,Fast Food,"Manipuri, Indian",4.7,3871,614,13.6,Jiribam,"Airport Road 5, Jiribam, Manipur",25.4636,94.1285,09:00 Ayuk,12:00 Ayuk,262,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Cash,-581906,info@restaurant401@yahoo.com,NULL,https://example.com/rest121.jpg,Under Renovation,05-06-2024,08-01-2026
RS093,MP013,Orchid Spot,Food Court,"Vegetarian, Fast Food",3.8,615,727,11.7,Tamenglong,"Lake Front 85, Tamenglong, Manipur",24.2394,94.1644,09:00 Ayuk,12:00 Ayuk,39,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,UPI,-502263,info@cgfj,NULL,https://example.com/rest93.jpg,Temporarily Closed,13-08-2024,03-12-2026
RS062,MP060,Orchid Garden,Bakery,Continental,4.8,4843,2803,11.5,Pherzawl,"Hill Side 78, Pherzawl, Manipur",24.3091,94.1758,08:00 Ayuk,11:00 Nungthil,281,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Digital Wallet,-786126,info@restaurant403@gmail.com,NULL,https://example.com/rest62.jpg,Under Renovation,20-03-2024,17-04-2025
RS142,MP062,Bamboo Inn,Street Food,Fast Food,3.3,1624,1280,14,Thoubal,"Temple Road 23, Thoubal, Manipur",24.4992,93.5605,11:00 Ayuk,11:00 Nungthil,94,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,"Cash, UPI",-218646,info@restaurant306@gmail.com,https://www.restaurant.com,https://example.com/rest142.jpg,Under Renovation,07-12-2025,17-07-2026
RS011,MP012,Kangla Restaurant,Tea House,Indian,6.1,3441,2875,14.2,Thoubal,"Temple Road 80, Thoubal, Manipur",24.5255,93.0898,11:00 Ayuk,09:00 Nungthil,109,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Digital Wallet,-239229,info@restaurant612@tourism.in,https://www.restaurant.com,https://example.com/rest11.jpg,Under Renovation,03-12-2024,04-12-2025
RS140,MP061,Spice Joint,Fast Food,"Vegetarian, Fast Food",3.9,5659,2835,13.6,Thoubal,"Market Street 79, Thoubal, Manipur",24.0702,94.1833,08:00 Ayuk,12:00 Ayuk,298,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Net Banking,-621981,info@restaurant400@gmail.com,https://www.restaurant.com,https://example.com/rest140.jpg,Open,13-02-2025,18-05-2026
RS157,MP023,Moira Bites 1,Fast Food,Tibetan,3.8,4911,2088,14.5,Noney,"Lake Front 57, Noney, Manipur",25.4621,94.022,09:00 Ayuk,12:00 Ayuk,169,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Net Banking,-620297,info@restaurant629@yahoo.com,https://www.restaurant.com,https://example.com/rest157.jpg,Open,06-01-2024,01-01-2026
RS077,MP058, Kangla House,Restaurant,Indian,4.8,3025,2183,11.9,Pherzawl,"Main Road 23, Pherzawl, Manipur ",25.0263,93.4265,07:00 Ayuk,08:00 Nungthil,193,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Cash,-741427,info@restaurant.com,https://www.restaurant.com,https://example.com/rest77.jpg,Open,01-05-2023,17-08-2026
