Hotel_ID,Place_ID,Hotel_Name,Hotel_Type,Star_Rating,Average_Rating,Total_Reviews,Price_Per_Night_INR,Distance_From_Place_KM,District,Address,Latitude,Longitude,Check_In_Time,Check_Out_Time,Total_Rooms,Available_Rooms,Room_Type,Air_Conditioning,Free_WiFi,Parking,Restaurant,Room_Service,Swimming_Pool,Gym,Spa,Pet_Friendly,Family_Friendly,Wheelchair_Accessible,Airport_Shuttle,Breakfast_Included,Cancellation_Policy,Phone_Number,Email,Official_Website,Image_URL,Status,Created_Date,Updated_Date
HT041,MP019,Inn Classic,Guest House,2,3.8,4180,3885,19.2,Senapati,"Lake View 77, Senapati, Manipur",25.335,94.392,12:00 Nungthil,11:00 Ayuk,156,62,Standard,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Partial Refund,-131138,info@hotel626@tourism.in,https://www.hotel.com,https://example.com/hotel41.jpg,Under Renovation,23-10-2024,14-05-2025
HT121,MP029,Camp Mountain 29,Hotel,3,3.4,1381,6845,12,Bishnupur,"Hill Top 63, Bishnupur, Manipur",24.4796,93.5673,01:00 Nungthil,10:00 Ayuk,91,86,Suite,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Free Cancellation,-840985,info@hotel.com,https://www.hotel.com,https://example.com/hotel121.jpg,Open,06-08-2025,01-02-2025
HT150,MP038,Retreat Boutique,Guest House,5,2.9,1986,13341,13.5,Kakching,"Airport Road 97, Kakching, Manipur",25.2957,93.0469,02:00 Nungthil,10:00 Ayuk,242,156,Deluxe,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Partial Refund,-541624,info@hotel.com,https://www.hotel.com,https://example.com/hotel150.jpg,Temporarily Closed,01-07-2025,24-07-2025
HT050,MP003, Hotel Heritage 97,Hotel,5,3.7,189,14086,7.3,Senapati,"Market Area 64, Senapati, Manipur ",24.8273,93.2536,12:00 Nungthil,12:00 Nungthil,159,39,Family Room,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Non Refundable,-621466,info@hotel440@outlook.com,https://www.hotel.com,https://example.com/hotel50.jpg,Temporarily Closed,14-08-2024,17-01-2025
HT030,MP028,Resort Grand,Homestay,3,5,4834,8003,1.9,Bishnupur,"Lake View 96, Bishnupur, Manipur",25.1768,93.9398,01:00 Nungthil,10:00 Ayuk,96,24,Family Room,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Partial Refund,-529189,info@hotel88@gmail.com,https://www.hotel.com,https://example.com/hotel30.jpg,Temporarily Closed,19-09-2025,15-03-2026
HT047,MP037,Hotel Lake,Resort,2,4.2,3671,9906,14.2,Ukhrul,"Market Area 40, Ukhrul, Manipur",25.3191,93.9339,01:00 Nungthil,11:00 Ayuk,65,4,Suite,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Non Refundable,-710170,info@hotel338@yahoo.com,https://www.hotel.com,https://example.com/hotel47.jpg,Under Renovation,03-01-2024,16-02-2025
HT012,MP002,Inn Grand,Heritage Hotel,2,5.9,4352,7971,3.3,Noney,"Main Road 49, Noney, Manipur",24.5857,93.8957,02:00 Nungthil,10:00 Ayuk,189,0,Standard,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Partial Refund,-698776,info@hotel.com,https://www.hotel.com,https://example.com/hotel12.jpg,Open,17-08-2025,18-05-2025
HT147,MP061,Hotel Garden 50,Boutique Hotel,5,3.6,3379,4253,0.6,Jiribam,"Main Road 21, Jiribam, Manipur",24.5955,93.6707,02:00 Nungthil,12:00 Nungthil,38,9,Family Room,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Non Refundable,-214081,info@hotel951@outlook.com,https://www.hotel.com,https://example.com/hotel147.jpg,Open,22-07-2024,05-09-2026
HT113,MP005,Guest House Classic 55,Heritage Hotel,3,4.4,1569,3207,15,Kangpokpi,"Airport Road 19, Kangpokpi, Manipur",25.2668,94.0565,12:00 Nungthil,12:00 Nungthil,71,56,Executive,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Partial Refund,-510218,info@hotel811@manipurhotels.com,https://www.hotel.com,https://example.com/hotel113.jpg,Temporarily Closed,09-09-2024,09-07-2025
HT132,MP023,Hotel Grand 80,Resort,5,5.9,2871,7150,12.6,Noney,"Airport Road 10, Noney, Manipur",24.6744,93.8881,12:00 Nungthil,12:00 Nungthil,238,76,Executive,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Free Cancellation,-709958,info@hotel380@outlook.com,https://www.hotel.com,https://example.com/hotel132.jpg,Open,12-10-2024,08-12-2025
HT083,MP022,Guest House Garden 23,Boutique Hotel,1,3.4,3411,2431,6.4,Kamjong,"Airport Road 73, Kamjong, Manipur",24.5915,94.3707,01:00 Nungthil,12:00 Nungthil,127,62,Family Room,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Partial Refund,-150436,info@hotel507@yahoo.com,https://www.hotel.com,https://example.com/hotel83.jpg,Under Renovation,25-08-2025,06-10-2025
HT118,MP016,Palace Green 22,Lodge,1,3,1470,7938,14.4,Kamjong,"Main Road 27, Kamjong, Manipur",25.1737,93.1425,01:00 Nungthil,10:00 Ayuk,117,9,Standard,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Non Refundable,-251999,info@hotel128@outlook.com,https://www.hotel.com,https://example.com/hotel118.jpg,Under Renovation,10-11-2024,13-06-2026
HT031,MP045,Retreat Comfort,Lodge,3,3.9,1523,13210,12.3,Kamjong,"Lake View 24, Kamjong, Manipur",25.2912,94.4452,01:00 Nungthil,12:00 Nungthil,154,121,Deluxe,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Partial Refund,-918879,info@hotel524@manipurhotels.com,https://www.hotel.com,https://example.com/hotel31.jpg,Open,14-08-2025,18-05-2025
HT108,MP032,Resort Boutique 87,Guest House,1,4.5,4467,4882,15.6,Kangpokpi,"Main Road 30, Kangpokpi, Manipur",24.7586,93.5639,01:00 Nungthil,10:00 Ayuk,197,120,Executive,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Partial Refund,-18108,info@hotel.com,https://www.hotel.com,https://example.com/hotel108.jpg,Open,02-07-2023,15-08-2026
HT082,MP014,Inn Park,lodge,5,4.1,2126,9360,5.8,Imphal West,"Market Area 4, Imphal West, Manipur",24.0744,93.2603,02:00 Nungthil,11:00 Ayuk,10,1,Suite,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Non Refundable,-331597,info@hotel564@tourism.in,https://www.hotel.com,https://example.com/hotel82.jpg,Open,18-12-2025,23-01-2026
HT074,MP006,Retreat Park,Hotel,1,4.7,3609,14880,19.9,Imphal East,"Hill Top 35, Imphal East, Manipur",25.4758,93.4177,12:00 Nungthil,11:00 Ayuk,230,172,Standard,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Free Cancellation,-691885,info@hotel394@yahoo.com,https://www.hotel.com,https://example.com/hotel74.jpg,Open,12-07-2023,25-01-2026
HT102,MP039,Lodge Eco 21,Guest House,3,5.9,1964,6226,18.1,Churachandpur,"Market Area 2, Churachandpur, Manipur",24.3359,93.6967,12:00 Nungthil,10:00 Ayuk,184,161,Deluxe,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Free Cancellation,-229807,info@hotel.com,https://www.hotel.com,https://example.com/hotel102.jpg,Temporarily Closed,25-05-2025,13-03-2026
HT021,MP018,Palace View,Lodge,4,2.7,687,7989,1.1,Imphal West,"Main Road 32, Imphal West, Manipur",25.3707,94.0628,02:00 Nungthil,12:00 Nungthil,150,59,Family Room,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Non Refundable,-687922,info@hotel936@gmail.com,https://www.hotel.com,https://example.com/hotel21.jpg,Temporarily Closed,03-10-2025,01-10-2026
HT056,MP028,Resort Royal,Eco Resort,3,2.9,4611,3425,6.3,Imphal West,"Hill Top 69, Imphal West, Manipur",24.1096,93.6317,12:00 Nungthil,12:00 Nungthil,97,88,Executive,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Free Cancellation,-946604,info@hotel.com,https://www.hotel.com,https://example.com/hotel56.jpg,Under Renovation,18-11-2023,10-12-2025
HT116,MP013,Homestay Boutique,Guest House,3,4.8,383,5761,10.9,Ukhrul,"Market Area 26, Ukhrul, Manipur",24.8543,93.7501,02:00 Nungthil,10:00 Ayuk,137,57,Executive,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Non Refundable,-700318,info@hotel.com,https://www.hotel.com,https://example.com/hotel116.jpg,Open,17-06-2023,13-03-2025
HT028,MP031,Hotel Grand,Boutique Hotel,1,3.1,3487,7053,12.3,Jiribam,"Main Road 64, Jiribam, Manipur",24.0884,93.0998,02:00 Nungthil,11:00 Ayuk,87,25,Suite,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Non Refundable,-244381,info@hotel.com,https://www.hotel.com,https://example.com/hotel28.jpg,Open,16-06-2024,22-12-2026
HT126,MP043,Retreat Eco 56,Boutique Hotel,5,4.9,2987,12467,1.9,Imphal East,"Hill Top 34, Imphal East, Manipur",24.0575,93.5182,01:00 Nungthil,11:00 Ayuk,248,67,Family Room,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,Partial Refund,-536275,info@hotel.com,https://www.hotel.com,https://example.com/hotel126.jpg,Under Renovation,17-11-2023,24-05-2025
HT124,MP040,Retreat Green,Guest House,4,2.5,4629,12975,13.9,Tengnoupal,"Hill Top 98, Tengnoupal, Manipur",24.6554,94.4447,02:00 Nungthil,11:00 Ayuk,162,128,Deluxe,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Free Cancellation,-858555,info@hotel.com,https://www.hotel.com,https://example.com/hotel124.jpg,Under Renovation,17-11-2024,14-09-2025
HT103,MP047,Guest House Grand,Hotel,3,5,179,6699,3.4,Chandel,"Lake View 70, Chandel, Manipur",24.4226,93.197,12:00 Nungthil,11:00 Ayuk,174,166,Deluxe,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Free Cancellation,-256809,info@hotel686@hotmail.com,https://www.hotel.com,https://example.com/hotel103.jpg,Temporarily Closed,23-10-2024,02-11-2025
