Event_ID,Place_ID,Event_Name,Event_Category,District,Venue,Description,Organizer,Contact_Person,Phone_Number,Email,Official_Website,Latitude,Longitude,Start_Date,End_Date,Start_Time,End_Time,Duration_Days,Season,Expected_Visitors,Registration_Required,Entry_Fee_INR,Maximum_Capacity,Remaining_Capacity,Age_Restriction,Suitable_For,Food_Available,Parking_Available,Wheelchair_Accessible,Emergency_Medical_Service,Security_Available,Event_Status,Image_URL,Created_Date,Updated_Date
EV066,MP050,Ras Leela Utsav 2025,Dance,Tamenglong,Cultural Hall,"This Dance event at Cultural Hall is a must-attend for anyone visiting Manipur. Ras Leela Utsav 2025 offers a unique blend of tradition and modernity with live performances, workshops, and networking opportunities for tourists and locals alike.",Local Cultural Committee,Raj Shimray,-215852,info@rasleelautsav2025.com,https://www.rasleelautsav2025.com,24.6956,93.6751,20-04-2025,21-04-2025,09:00 Ayuk,08:00 Nungthil,1,Spring,14179,Yes,0,28358,13971,None,Everyone,No,Yes,Yes,No,No,Ongoing,https://example.com/event66.jpg,25-10-2025,07-11-2026
EV069,MP016,Khongjom Celebration 2026,Religious,Tengnoupal,Meeting Hall,"This Religious event at Meeting Hall is a must-attend for anyone visiting Manipur. Khongjom Celebration 2026 offers a unique blend of tradition and modernity with live performances, workshops, and networking opportunities for tourists and locals alike.",Manipur Cultural Academy,Raj Rao,-227984,info@khongjomcelebration2026.org,NULL,24.817,94.263,06-10-2026,09-10-2026,10:00 Ayuk,06:00 Nungthil,3,Autumn,49486,Yes,200,98972,49560,Above 21,"Adventure Lovers, Photographers",No,Yes,No,Yes,Yes,Postponed,https://example.com/event69.jpg,22-03-2025,19-01-2025
EV088,MP024,Eco Mela 2025,Cultural,Noney,Amphitheatre,"This Cultural event at Amphitheatre is a must-attend for anyone visiting Manipur. Eco Mela 2025 offers a unique blend of tradition and modernity with live performances, workshops, and networking opportunities for tourists and locals alike.",Manipur Cultural Academy,Arjun Gupta,,,NULL,25.0382,93.667,15-03-2024,24-03-2024,06:00 Nungthil,10:00 Nungthil,9,Spring,4845,Yes,50,77584,73070,None,"Adventure Lovers, Photographers",Yes,Yes,No,No,Yes,Postponed,https://example.com/event88.jpg,23-08-2024,10-09-2025
EV052,MP041,Manipur Utsav 2024,Exhibition,Noney,Meeting Hall,"This Exhibition event at Meeting Hall is a must-attend for anyone visiting Manipur. Manipur Utsav 2024 offers a unique blend of tradition and modernity with live performances, workshops, and networking opportunities for tourists and locals alike.",Peace Foundation,Krishna Singh,-826612,info@manipurutsav202456@yahoo.com,https://www.manipurutsav2024.com,24.3495,93.9398,15-07-2026,14-07-2026,08:00 Ayuk,08:00 Nungthil,4,Monsoon,4102,Yes,100,71452,67017,Above 21,"Adventure Lovers, Photographers",No,Yes,Yes,No,No,Completed,https://example.com/event52.jpg,25-04-2024,19-01-2025
EV099,MP015,Food Exhibition 2024,Music,Chandel,Amphitheatre,"Food Exhibition 2024 is a premier Music event organized to promote tourism in Manipur. The festival includes cultural shows, adventure activities, and food stalls. It provides a platform for local artisans and performers to showcase their talents.",Peace Foundation,Wungnao Shimray,-513199,info@foodexhibition202462@event.org,https://www.foodexhibition2024.com,24.0177,94.4561,08-12-2026,13-12-2026,06:00 Nungthil,09:00 Nungthil,5,Winter,26131,Yes,50,52262,25962,Above 21,"Students, Tourists, Researchers",No,Yes,No,No,No,Cancelled,https://example.com/event99.jpg,14-01-2024,24-11-2026
EV009,MP018,Wildlife Performance 2026,Food,Jiribam,Cultural Hall,"Join us at Cultural Hall for Wildlife Performance 2026, a spectacular Food celebration. The event features expert talks, interactive sessions, cultural performances, and plenty of opportunities for photography and exploration.",Wildlife Institute of India,Priya Singha,-398095,info@wildlifeperformance2026.in,https://www.wildlifeperformance2026.com,25.2404,94.361,07-01-2024,14-01-2024,11:00 Ayuk,09:00 Nungthil,7,Winter,38874,Yes,200,77748,39206,None,"Researchers, Students",No,No,Yes,Yes,Yes,Completed,https://example.com/event9.jpg,16-01-2023,06-07-2025
EV032,MP026,Orange Summit 2024,Adventure,Imphal East,Meeting Hall,"A grand Adventure event celebrating the rich cultural heritage of Manipur. Orange Summit 2024 features traditional performances, workshops, and exhibitions. Visitors can enjoy local cuisine, crafts, and interactive activities. The event attracts tourists from across the country.",Manipur Handloom Board,Arjun Shimray,-120233,info@orangesummit2024.com,https://www.orangesummit2024.com,24.6298,93.3097,03-07-2025,30-06-2025,09:00 Ayuk,05:00 Nungthil,4,Monsoon,7865,No,50,74779,66451,Above 21,"Families, Senior Citizens",Yes,Yes,Yes,No,No,Cancelled,https://example.com/event32.jpg,13-12-2024,06-05-2026
EV019,MP003,Orchid Festival 2026,Adventure,Kamjong,Amphitheatre,"Orchid Festival 2026 is a premier Adventure event organized to promote tourism in Manipur. The festival includes cultural shows, adventure activities, and food stalls. It provides a platform for local artisans and performers to showcase their talents.",Local Cultural Committee,Krishna Rao,-693409,info@yhoto,https://www.orchidfestival2026.com,24.2589,94.0173,19-12-2024,26-12-2024,11:00 Ayuk,08:00 Nungthil,7,Winter,21290,No,1000,71302,50127,Above 18,Everyone,No,No,Yes,No,No,Upcoming,https://example.com/event19.jpg,01-08-2024,15-09-2025
EV001,MP008,Heritage Symposium 2026,Music,Ukhrul,Cultural Hall,"A grand Music event celebrating the rich cultural heritage of Manipur. Heritage Symposium 2026 features traditional performances, workshops, and exhibitions. Visitors can enjoy local cuisine, crafts, and interactive activities. The event attracts tourists from across the country.",Manipur Tourism Department,Meena Devi,-158861,info@heritagesymposium202687@event.org,https://www.heritagesymposium2026.com,24.315,94.3677,24-07-2025,01-08-2025,06:00 Nungthil,10:00 Nungthil,8,Monsoon,24825,Yes,0,60212,34995,None,"Tourists, Photographers",Yes,No,No,Yes,No,Ongoing,https://example.com/event1.jpg,12-04-2024,04-04-2026
EV006,MP009,Keibul Carnival 2024,Festival,Tengnoupal,Meeting Hall,"This Festival event at Meeting Hall is a must-attend for anyone visiting Manipur. Keibul Carnival 2024 offers a unique blend of tradition and modernity with live performances, workshops, and networking opportunities for tourists and locals alike.",Peace Foundation,Wungnao Sharma,-743505,info@keibulcarnival202479@gmail.com,https://www.keibulcarnival2024.com,25.4417,93.7943,18-12-2026,26-12-2026,10:00 Ayuk,09:00 Nungthil,8,Winter,13683,Yes,500,38033,24255,None,"Children, Families, Tourists",Yes,Yes,Yes,Yes,No,Postponed,https://example.com/event6.jpg,21-04-2023,09-11-2025
EV055,MP009, Khongjom Tournament 2026,Conference,Bishnupur,Main Ground,"This Conference event at Main Ground is a must-attend for anyone visiting Manipur. Khongjom Tournament 2026 offers a unique blend of tradition and modernity with live performances, workshops, and networking opportunities for tourists and locals alike. ",Peace Foundation,Wungnao Thang,-625397,info@khongjomtournament20266@gmail.com,https://www.khongjomtournament2026.com,24.2256,94.096,10-07-2024,16-07-2024,08:00 Ayuk,09:00 Nungthil,6,Monsoon,34354,Yes,0,90310,56430,Above 12,"Students, Tourists, Researchers",No,Yes,Yes,No,No,Upcoming,https://example.com/event55.jpg,21-03-2023,23-02-2025
EV060,MP018,Shirui Trek 2026,Exhibition,Chandel,Community Centre,"This Exhibition event at Community Centre is a must-attend for anyone visiting Manipur. Shirui Trek 2026 offers a unique blend of tradition and modernity with live performances, workshops, and networking opportunities for tourists and locals alike.",Wildlife Institute of India,Wungnao Shimray,-960942,info@shiruitrek2026.com,NULL,24.2523,93.3464,09-10-2024,18-10-2024,08:00 Ayuk,06:00 Nungthil,9,Autumn,15760,Yes,200,49823,33565,Above 18,"Adventure Lovers, Photographers",Yes,Yes,No,No,No,Upcoming,https://example.com/event60.jpg,02-02-2024,05-08-2025
EV103,MP013,Orchid Summit 2025,Photography,Noney,Amphitheatre,"Join us at Amphitheatre for Orchid Summit 2025, a spectacular Photography celebration. The event features expert talks, interactive sessions, cultural performances, and plenty of opportunities for photography and exploration.",Local Cultural Committee,Raj Ningombam,,,NULL,25.1411,93.4222,05-06-2024,07-06-2024,09:00 Ayuk,10:00 Nungthil,2,Summer,14502,Yes,100,42147,28030,None,"Students, Tourists, Researchers",No,No,No,Yes,No,Ongoing,https://example.com/event3.jpg,17-06-2024,05-10-2026
